Word,Age of Acquisition Rating,Familiarity,Concreteness,Imageability,Meaningfulness: Coloradao Norms,Meaningfulness: Pavio Norms,AoA_Count,Familiarity_Count,Concreteness_Count,Imageability_Count,Meaningfulness_Colorado_Count,Meaningfulness_Paivio_Count,AoA_Std,Familiarity_Std,Concreteness_Std,Imageability_Std,Meaningfulness_Colorado_Std,Meaningfulness_Paivio_Std,AoA_Range,Familiarity_Range,Concreteness_Range,Imageability_Range,Meaningfulness_Colorado_Range,Meaningfulness_Paivio_Range,Source_Count,Source_Row_Count,Source_Words,Review_Required,Review_Reasons
kurve,364.0,521.0,447.0,520.0,367.0,,3,3,3,3,3,0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0.0,0.0,,1,3,CURVE,no,
kurz,,586.0,351.0,431.0,484.0,,0,4,4,4,4,0,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,,1,4,SHORT,no,
kurzfassung,,523.0,361.0,344.0,408.0,,0,3,3,3,3,0,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,,1,3,BRIEF,no,
kuss,,592.0,564.0,633.0,513.0,668.0,0,2,2,2,2,2,,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,1,2,KISS,no,
käfer,,503.0,619.0,640.0,444.0,,0,3,3,3,3,0,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,,1,3,BEETLE,no,
käfig,300.0,487.0,593.0,585.0,446.0,,2,2,2,2,2,0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0.0,0.0,,1,2,CAGE,no,
käse,211.0,588.0,624.0,592.0,502.0,,2,2,2,2,2,0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0.0,0.0,,1,2,CHEESE,no,
kätzchen,219.0,517.0,612.0,639.0,447.0,,2,2,2,2,2,0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0.0,0.0,,1,2,KITTEN,no,
käufer,,487.0,,463.0,,,0,1,0,1,0,0,,,,,,,,0,,0.0,,,1,1,BUYER,no,
köder,,451.0,422.0,389.0,358.0,,0,2,2,2,2,0,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,,1,2,LURE,no,
köln,494.0,407.0,576.0,586.0,,,1,1,1,1,0,0,,,,,,,0.0,0,0.0,0.0,,,1,1,COLOGNE,no,
könig,,522.0,559.0,585.0,495.0,750.0,0,2,2,2,2,2,,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,1,2,KING,no,
königin,247.0,527.0,537.0,612.0,456.0,736.0,2,2,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1,2,QUEEN,no,
königreich,,513.0,392.0,494.0,472.0,,0,1,1,1,1,0,,,,,,,,0,0.0,0.0,0.0,,1,1,KINGDOM,no,
könnte,400.0,571.375,301.5,321.0,392.5,,3,8,6,8,6,0,0.0,34.6552,30.5,64.923,12.5,,0.0,89,61.0,160.0,25.0,,3,8,COULD;MAY;MIGHT,yes,high_imageability_range;multiple_english_sources
körnig,,423.0,450.0,504.0,313.0,,0,1,1,1,1,0,,,,,,,,0,0.0,0.0,0.0,,1,1,GRANULAR,no,
körper,267.0,610.0,568.0,614.0,543.0,561.0,2,2,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1,2,BODY,no,
küche,,335.0,497.0,541.0,,632.0,0,1,1,1,0,1,,,,,,,,0,0.0,0.0,,0.0,1,1,CUISINE,no,
kühe,,82.0,432.0,264.0,,288.0,0,2,2,2,0,2,,0.0,0.0,0.0,,0.0,,0,0.0,0.0,,0.0,1,2,KINE,no,
kühl,,536.0,379.0,460.0,475.0,,0,2,2,2,2,0,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,,1,2,CHILLY,no,
kühlschrank,,545.0,574.0,612.0,395.0,736.0,0,1,1,1,1,1,,,,,,,,0,0.0,0.0,0.0,0.0,1,1,REFRIGERATOR,no,
künstler,,547.0,554.0,600.0,528.0,665.0,0,2,2,2,2,2,,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,1,2,ARTIST,no,
künstlerisch,,468.0,,441.0,,,0,1,0,1,0,0,,,,,,,,0,,0.0,,,1,1,ARTISTIC,no,
künstlich,,514.0,350.0,386.0,428.0,,0,2,2,2,2,0,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,,1,2,ARTIFICIAL,no,
küste,,541.0,562.0,588.0,493.0,640.0,0,2,2,2,2,2,,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,1,2,COAST,no,
küstengebiet,,165.0,273.0,224.0,163.0,,0,2,2,2,2,0,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,,1,2,LITTORAL,no,
labyrinth,414.0,373.5,521.5,504.0,363.0,480.0,2,4,4,4,4,2,0.0,60.5,6.5,51.0,45.0,0.0,0.0,121,13.0,102.0,90.0,0.0,2,4,LABYRINTH;MAZE,yes,multiple_english_sources
lachen,,594.0,433.0,528.0,528.0,,0,2,2,2,2,0,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,,1,2,LAUGH,no,
laden,,562.0,439.0,461.0,452.0,,0,2,2,2,2,0,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,,1,2,LOAD,no,
ladestock,,253.0,509.0,418.0,287.0,,0,1,1,1,1,0,,,,,,,,0,0.0,0.0,0.0,,1,1,RAMROD,no,
lagan,,111.0,246.0,190.0,135.0,,0,1,1,1,1,0,,,,,,,,0,0.0,0.0,0.0,,1,1,LAGAN,no,
lager,381.6,504.2,573.8,553.6,484.0,717.0,5,5,5,5,3,3,90.1412,45.0706,3.4293,42.1312,0.0,0.0,184.0,92,7.0,86.0,0.0,0.0,2,5,CAMP;WAREHOUSE,yes,high_aoa_range;high_aoa_std;multiple_english_sources
lain,,342.0,331.0,328.0,249.0,,0,2,2,2,2,0,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,,1,2,LAIN,no,
lamm,186.0,519.0,633.0,614.0,445.0,,2,2,2,2,2,0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0.0,0.0,,1,2,LAMB,no,
lammfleisch,,337.0,538.0,484.0,334.0,,0,1,1,1,1,0,,,,,,,,0,0.0,0.0,0.0,,1,1,MUTTON,no,
lampe,283.0,578.0,615.0,575.0,442.0,,2,2,2,2,2,0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0.0,0.0,,1,2,LAMP,no,
lancer,,357.0,504.0,413.0,284.0,,0,2,2,2,2,0,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,,1,2,LANCER,no,
land,300.3333,580.0,557.6667,557.0,537.0,,3,3,3,3,3,0,20.2704,8.4853,65.5252,12.7279,41.0122,,43.0,18,139.0,27.0,87.0,,2,3,COUNTRY;LAND,yes,multiple_english_sources
landschaft,,503.0,542.0,608.0,,712.0,0,2,2,2,0,2,,0.0,0.0,0.0,,0.0,,0,0.0,0.0,,0.0,1,2,LANDSCAPE,no,
landsmann,572.0,331.0,441.0,405.0,,,2,2,2,2,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0.0,0.0,,,1,2,COMPATRIOT,no,
lang,,579.0,381.0,471.0,492.0,,0,4,4,4,4,0,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,,1,4,LONG,no,
langeweile,397.0,466.3333,292.6667,390.6667,,463.0,2,3,3,3,0,1,0.0,42.8978,21.6846,10.8423,,,0.0,91,46.0,23.0,,0.0,2,3,BOREDOM;DULLNESS,yes,multiple_english_sources
langsam,,602.0,293.0,377.0,425.0,,0,4,4,4,4,0,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,,1,4,SLOW,no,
langweilig,,582.0,,383.2,,,0,5,0,5,0,0,,9.798,,8.3283,,,,20,,17.0,,,2,5,BORING;DULL,yes,multiple_english_sources
laster,517.0,457.0,399.0,413.0,422.0,,3,3,3,3,3,0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0.0,0.0,,1,3,VICE,no,
laterne,,441.0,630.0,575.0,448.0,,0,3,3,3,3,0,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,,1,3,LANTERN,no,
laube,,289.0,430.0,374.0,260.0,,0,2,2,2,2,0,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,,1,2,ARBOR,no,
laubholz,,433.0,567.0,557.0,,546.0,0,2,2,2,0,2,,0.0,0.0,0.0,,0.0,,0,0.0,0.0,,0.0,1,2,HARDWOOD,no,
lauch,389.0,431.0,621.0,540.0,,,2,2,2,2,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0.0,0.0,,,1,2,LEEK,no,
lauf,319.0,487.0,590.0,602.0,385.0,616.0,2,2,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1,2,BARREL,no,
laufen,,571.0,444.0,490.0,473.0,,0,4,4,4,4,0,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,,1,4,RUNNING,no,
lauge,,414.0,515.0,372.0,318.0,,0,1,1,1,1,0,,,,,,,,0,0.0,0.0,0.0,,1,1,LYE,no,
launisch,,414.0,,393.0,,,0,1,0,1,0,0,,,,,,,,0,,0.0,,,1,1,TEMPERAMENTAL,no,
laut,,587.6667,413.0,370.3333,479.0,,0,3,2,3,2,0,,15.0849,0.0,109.8373,0.0,,,32,0.0,233.0,0.0,,2,3,LOUD;NOISY,yes,high_imageability_range;high_imageability_std;multiple_english_sources
laute,,287.0,509.0,429.0,316.0,,0,2,2,2,2,0,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,,1,2,LUTE,no,
lawine,,399.0,554.0,596.0,,672.0,0,2,2,2,0,2,,0.0,0.0,0.0,,0.0,,0,0.0,0.0,,0.0,1,2,AVALANCHE,no,
lax,,396.0,315.0,363.0,341.0,,0,4,4,4,4,0,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,,1,4,LAX,no,
leal,,129.0,266.0,280.0,188.0,,0,1,1,1,1,0,,,,,,,,0,0.0,0.0,0.0,,1,1,LEAL,no,
leben,,598.0,361.0,482.0,533.0,678.0,0,1,1,1,1,1,,,,,,,,0,0.0,0.0,0.0,0.0,1,1,LIFE,no,
lebend,,593.0,,426.0,,,0,3,0,3,0,0,,0.0,,0.0,,,,0,,0.0,,,1,3,ALIVE,no,
lebensmittelhändler,,519.0,576.0,551.0,421.0,,0,1,1,1,1,0,,,,,,,,0,0.0,0.0,0.0,,1,1,GROCER,no,
leber,353.0,481.0,617.0,571.0,387.0,,3,3,3,3,3,0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0.0,0.0,,1,3,LIVER,no,
lebhaft,,465.8,,416.2,,,0,5,0,5,0,0,,113.1166,,15.4583,,,,261,,39.0,,,4,5,BUOYANT;LIVELY;VIVACIOUS;VIVID,yes,high_familiarity_range;high_familiarity_std;multiple_english_sources
lebkuchen,300.0,427.0,623.0,572.0,,,1,1,1,1,0,0,,,,,,,0.0,0,0.0,0.0,,,1,1,GINGERBREAD,no,
leck,336.0,514.0,472.0,545.0,,,3,3,3,3,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0.0,0.0,,,1,3,LEAK,no,
leder,,571.0,575.0,586.0,434.0,,0,3,3,3,3,0,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,,1,3,LEATHER,no,
leer,,556.0,374.0,479.0,480.0,,0,3,3,3,3,0,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,,1,3,EMPTY,no,
leerlauf,,497.0,318.0,444.0,412.0,,0,4,4,4,4,0,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,,1,4,IDLE,no,
leerzeichen,319.0,576.0,381.0,538.0,536.0,,2,2,2,2,2,0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0.0,0.0,,1,2,SPACE,no,
legen,,566.0,,426.0,,,0,4,0,4,0,0,,0.0,,0.0,,,,0,,0.0,,,1,4,LAY,no,
legendär,,466.0,272.0,413.0,402.0,,0,2,2,2,2,0,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,,1,2,LEGENDARY,no,
leghorn,625.0,223.0,472.0,262.0,,,2,2,2,2,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0.0,0.0,,,1,2,LEGHORN,no,
legitim,,487.0,265.0,321.0,420.0,,0,3,3,3,3,0,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,,1,3,LEGITIMATE,no,
lehrer,247.0,565.0,563.5,563.0,545.0,614.5,1,2,2,2,1,2,,34.0,5.5,12.0,,14.5,0.0,68,11.0,24.0,0.0,29.0,2,2,INSTRUCTOR;TEACHER,yes,multiple_english_sources
leibeigener,,364.0,507.0,500.0,361.0,675.0,0,1,1,1,1,1,,,,,,,,0,0.0,0.0,0.0,0.0,1,1,SERF,no,
leiche,,406.0,587.0,614.0,,652.0,0,2,2,2,0,2,,0.0,0.0,0.0,,0.0,,0,0.0,0.0,,0.0,1,2,CORPSE,no,
leichenhalle,,434.0,572.0,589.0,452.0,656.0,0,1,1,1,1,1,,,,,,,,0,0.0,0.0,0.0,0.0,1,1,MORGUE,no,
leichentuch,,274.0,362.0,271.0,231.0,,0,2,2,2,2,0,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,,1,2,PALL,no,
leicht,,512.0,,317.0,,,0,4,0,4,0,0,,0.0,,0.0,,,,0,,0.0,,,1,4,SLIGHT,no,
leichtathletik,,548.0,437.0,551.0,,692.0,0,1,1,1,0,1,,,,,,,,0,0.0,0.0,,0.0,1,1,ATHLETICS,no,
leichter,,538.0,400.0,458.0,400.0,,0,3,3,3,3,0,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,,1,3,LIGHTER,no,
leichtfertig,,382.3333,,372.3333,,,0,3,0,3,0,0,,29.2271,,8.0139,,,,62,,17.0,,,2,3,FLIPPANT;FRIVOLOUS,yes,multiple_english_sources
leichtfertigkeit,631.0,314.0,297.0,321.0,,,1,1,1,1,0,0,,,,,,,0.0,0,0.0,0.0,,,1,1,LEVITY,no,
leichtgläubig,,496.0,,359.0,,,0,1,0,1,0,0,,,,,,,,0,,0.0,,,1,1,GULLIBLE,no,
leichtigkeit,428.0,519.0,305.0,327.0,,,2,2,2,2,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0.0,0.0,,,1,2,EASE,no,
leiden,,370.0,385.0,391.0,302.0,,0,2,2,2,2,0,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,,1,2,AIL,no,
leidenschaft,586.0,451.0,302.6667,426.3333,487.0,568.0,1,3,3,3,2,2,,72.1249,3.7712,57.5114,0.0,0.0,0.0,153,8.0,122.0,0.0,0.0,2,3,FERVOUR;PASSION,yes,high_familiarity_range;multiple_english_sources
leidenschaftlich,,471.25,,458.0,,,0,4,0,4,0,0,,61.9208,,64.0859,,,,143,,148.0,,,2,4,ARDENT;PASSIONATE,yes,multiple_english_sources
leier,,288.0,538.0,426.0,285.0,,0,1,1,1,1,0,,,,,,,,0,0.0,0.0,0.0,,1,1,LYRE,no,
leinen,386.0,515.0,581.0,551.0,415.0,,3,3,3,3,3,0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0.0,0.0,,1,3,LINEN,no,
leise,,524.0,363.0,456.0,477.0,,0,1,1,1,1,0,,,,,,,,0,0.0,0.0,0.0,,1,1,SOFTLY,no,
leiste,,486.0,506.0,516.0,370.0,,0,2,2,2,2,0,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,,1,2,GROIN,no,
leistung,457.0,547.3333,353.0,451.0,505.0,588.0,1,3,3,3,2,2,,12.2565,39.598,1.4142,0.0,0.0,0.0,26,84.0,3.0,0.0,0.0,2,3,PERFORMANCE;POWER,yes,multiple_english_sources
leiter,,507.0,,,,,0,2,0,0,0,0,,0.0,,,,,,0,,,,,1,2,LADDER,no,
leitfaden,367.0,524.0,468.0,482.0,454.0,,2,2,2,2,2,0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0.0,0.0,,1,2,GUIDE,no,
lenkrolle,453.0,365.0,535.0,429.0,,,1,1,1,1,0,0,,,,,,,0.0,0,0.0,0.0,,,1,1,CASTOR,no,
leopard,,431.0,595.0,635.0,,683.0,0,1,1,1,0,1,,,,,,,,0,0.0,0.0,,0.0,1,1,LEOPARD,no,
lerche,394.0,393.0,596.0,560.5,379.0,584.0,2,4,4,4,2,2,0.0,43.0,18.0,12.5,0.0,0.0,0.0,86,36.0,25.0,0.0,0.0,2,4,LARK;SKYLARK,yes,multiple_english_sources
lernen,322.0,561.75,319.75,367.75,433.0,,3,4,4,4,1,0,0.0,5.6292,29.0119,3.8971,,,0.0,13,67.0,9.0,0.0,,2,4,LEARN;LEARNING,yes,multiple_english_sources
lesen,,572.875,403.875,475.375,464.75,,0,8,8,8,8,0,,6.2936,20.8173,30.4997,2.9047,,,13,43.0,63.0,6.0,,2,8,READ;READING,yes,multiple_english_sources
letzteres,536.0,444.0,280.0,256.0,,,2,2,2,2,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0.0,0.0,,,1,2,LATTER,no,
leuchtete,,482.0,363.0,384.0,340.0,,0,3,3,3,3,0,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,,1,3,SHONE,no,
leuchtfackel,,508.0,467.0,509.0,389.0,,0,2,2,2,2,0,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,,1,2,FLARE,no,
leuchtturm,,410.0,,,,,0,1,0,0,0,0,,,,,,,,0,,,,,1,1,LIGHTHOUSE,no,
leugnung,503.0,407.0,272.0,364.0,,,1,1,1,1,0,0,,,,,,,0.0,0,0.0,0.0,,,1,1,DENIAL,no,
leutnant,461.0,436.0,560.0,512.0,463.0,,1,1,1,1,1,0,,,,,,,0.0,0,0.0,0.0,0.0,,1,1,LIEUTENANT,no,
licht,,575.0,550.0,542.0,533.0,,0,5,5,5,5,0,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,,1,5,LIGHT,no,
lichten,,167.0,231.0,213.0,162.0,,0,1,1,1,1,0,,,,,,,,0,0.0,0.0,0.0,,1,1,AWEIGH,no,
lieb,,556.0,,363.0,,,0,4,0,4,0,0,,0.0,,0.0,,,,0,,0.0,,,1,4,FOND,no,
liebe,303.0,533.3333,310.0,558.0,548.0,598.6667,2,3,3,3,2,3,0.0,121.151,1.4142,15.5563,0.0,64.111,0.0,257,3.0,33.0,0.0,136.0,2,3,AMOUR;LOVE,yes,high_familiarity_range;high_familiarity_std;multiple_english_sources
lieber,,536.0,326.0,374.0,438.0,,0,5,5,5,5,0,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,,1,5,DEAR,no,
liebesroman,466.0,517.0,313.0,551.0,,,3,3,3,3,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0.0,0.0,,,1,3,ROMANCE,no,
liebeswerbung,,423.0,346.0,520.0,,613.0,0,1,1,1,0,1,,,,,,,,0,0.0,0.0,,0.0,1,1,COURTSHIP,no,
liebevoll,,546.6,,486.6,,,0,5,0,5,0,0,,32.3333,,12.7373,,,,66,,26.0,,,2,5,AFFECTIONATE;LOVING,yes,multiple_english_sources
lieblings-,303.0,594.0,313.0,378.0,,,2,2,2,2,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0.0,0.0,,,1,2,FAVOURITE,no,
lied,242.0,603.0,514.0,578.0,539.0,,1,1,1,1,1,0,,,,,,,0.0,0,0.0,0.0,0.0,,1,1,SONG,no,
liefern,,529.0,393.0,388.0,395.0,,0,2,2,2,2,0,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,,1,2,DELIVER,no,
lieferung,417.0,534.0,368.0,340.0,,,3,3,3,3,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0.0,0.0,,,1,3,SUPPLY,no,
liegeplatz,,379.0,425.0,402.0,287.0,,0,2,2,2,2,0,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,,1,2,BERTH,no,
lilie,317.0,437.0,609.0,541.0,417.0,,2,2,2,2,2,0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0.0,0.0,,1,2,LILY,no,
limn,,123.0,275.0,206.0,127.0,,0,1,1,1,1,0,,,,,,,,0,0.0,0.0,0.0,,1,1,LIMN,no,
limonade,,529.0,607.5,575.0,464.0,713.0,0,2,2,2,2,1,,7.0,7.5,31.0,6.0,,,14,15.0,62.0,12.0,0.0,2,2,LEMONADE;SODA,yes,multiple_english_sources
limousine,,505.0,624.0,595.0,505.0,,0,1,1,1,1,0,,,,,,,,0,0.0,0.0,0.0,,1,1,LIMOUSINE,no,
lineal,311.0,571.0,555.0,543.0,,,1,1,1,1,0,0,,,,,,,0.0,0,0.0,0.0,,,1,1,RULER,no,
link,,474.0,488.0,481.0,,520.0,0,2,2,2,0,2,,0.0,0.0,0.0,,0.0,,0,0.0,0.0,,0.0,1,2,LINK,no,
links,,561.0,369.25,400.75,317.25,,0,8,8,8,8,0,,53.6936,48.9304,30.7439,3.8971,,,124,113.0,71.0,9.0,,2,8,LEFT;LINKS,yes,multiple_english_sources
linksstricken,,166.0,313.0,310.0,195.0,,0,2,2,2,2,0,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,,1,2,PURL,no,
lippe,,568.0,590.0,619.0,,532.0,0,3,3,3,0,3,,0.0,0.0,0.0,,0.0,,0,0.0,0.0,,0.0,1,3,LIP,no,
lira,,261.0,449.0,326.0,261.0,,0,1,1,1,1,0,,,,,,,,0,0.0,0.0,0.0,,1,1,LIRE,no,
lisp,486.0,409.0,429.0,464.0,,,2,2,2,2,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0.0,0.0,,,1,2,LISP,no,
list,426.0,417.0,265.0,380.0,,,2,2,2,2,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0.0,0.0,,,1,2,CUNNING,no,
liter,,462.0,482.0,412.0,371.0,,0,1,1,1,1,0,,,,,,,,0,0.0,0.0,0.0,,1,1,LITER,no,
literatur,494.0,529.0,462.0,487.0,520.0,,1,1,1,1,1,0,,,,,,,0.0,0,0.0,0.0,0.0,,1,1,LITERATURE,no,
live,,608.0,436.0,446.0,522.0,,0,3,3,3,3,0,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,,1,3,LIVE,no,
lkw,,479.3333,536.6667,541.6667,236.0,648.0,0,3,3,3,1,2,,198.9327,82.4958,112.1943,,0.0,,422,175.0,238.0,0.0,0.0,2,3,LORRY;TRUCK,yes,high_concreteness_range;high_concreteness_std;high_familiarity_range;high_familiarity_std;high_imageability_range;high_imageability_std;multiple_english_sources
loafer,,479.0,417.0,456.0,423.0,,0,1,1,1,1,0,,,,,,,,0,0.0,0.0,0.0,,1,1,LOAFER,no,
lob,,502.0,354.0,467.0,468.0,,0,2,2,2,2,0,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,,1,2,PRAISE,no,
lobby,406.0,420.0,532.0,462.0,,,3,3,3,3,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0.0,0.0,,,1,3,LOBBY,no,
loben,,287.0,294.0,288.0,246.0,,0,2,2,2,2,0,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,,1,2,LAUD,no,
lobgesang,,133.0,281.0,261.0,178.0,,0,1,1,1,1,0,,,,,,,,0,0.0,0.0,0.0,,1,1,PAEAN,no,
loch,,545.0,485.0,527.0,452.0,,0,3,3,3,3,0,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,,1,3,HOLE,no,
lockenwickler,,501.0,600.0,521.0,387.0,,0,1,1,1,1,0,,,,,,,,0,0.0,0.0,0.0,,1,1,CURLER,no,
locker,,580.2,,398.0,,,0,5,0,5,0,0,,27.6,,2.0,,,,69,,5.0,,,2,5,EASYGOING;LOOSE,yes,multiple_english_sources
lockvogel,,434.0,486.0,453.0,392.0,,0,2,2,2,2,0,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,,1,2,DECOY,no,
logik,550.0,504.0,250.0,294.0,,,2,2,2,2,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0.0,0.0,,,1,2,LOGIC,no,
logisch,,539.0,,295.0,,,0,3,0,3,0,0,,0.0,,0.0,,,,0,,0.0,,,1,3,LOGICAL,no,
logos,,140.0,299.0,288.0,187.0,,0,1,1,1,1,0,,,,,,,,0,0.0,0.0,0.0,,1,1,LOGOS,no,
lohn,428.0,539.0,451.0,466.0,479.0,,2,2,2,2,2,0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0.0,0.0,,1,2,WAGE,no,
lokomotive,,405.0,,,,,0,3,0,0,0,0,,0.0,,,,,,0,,,,,1,3,LOCOMOTIVE,no,
los,,618.0,337.0,364.0,430.0,,0,2,2,2,2,0,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,,1,2,GO,no,
lotion,,479.0,534.0,497.0,388.0,,0,1,1,1,1,0,,,,,,,,0,0.0,0.0,0.0,,1,1,LOTION,no,
loxodrome,,126.0,285.0,199.0,150.0,,0,1,1,1,1,0,,,,,,,,0,0.0,0.0,0.0,,1,1,RHUMB,no,
luchs,511.0,301.0,568.0,461.0,293.0,,1,1,1,1,1,0,,,,,,,0.0,0,0.0,0.0,0.0,,1,1,LYNX,no,
luft,,608.0,518.0,450.0,497.0,636.0,0,3,3,3,3,3,,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,1,3,AIR,no,
luftbild,428.0,481.0,517.0,567.0,,,2,2,2,2,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0.0,0.0,,,1,2,AERIAL,no,
luftig,,423.0,334.0,368.0,353.0,,0,2,2,2,2,0,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,,1,2,AIRY,no,
luftschiff,406.0,332.0,585.0,545.0,,,1,1,1,1,0,0,,,,,,,0.0,0,0.0,0.0,,,1,1,AIRSHIP,no,
lune,,160.0,328.0,252.0,202.0,,0,1,1,1,1,0,,,,,,,,0,0.0,0.0,0.0,,1,1,LUNE,no,
lunge,,546.0,569.0,576.0,435.0,,0,1,1,1,1,0,,,,,,,,0,0.0,0.0,0.0,,1,1,LUNG,no,
lust,,472.0,324.0,444.0,468.0,,0,2,2,2,2,0,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,,1,2,LUST,no,
lustig,,617.0,,468.0,,,0,1,0,1,0,0,,,,,,,,0,,0.0,,,1,1,FUNNY,no,
lustlos,,358.0,,359.0,,,0,1,0,1,0,0,,,,,,,,0,,0.0,,,1,1,LISTLESS,no,
luxus,472.0,506.0,346.0,507.0,,,1,1,1,1,0,0,,,,,,,0.0,0,0.0,0.0,,,1,1,LUXURY,no,
lymphe,675.0,330.0,501.0,383.0,,,1,1,1,1,0,0,,,,,,,0.0,0,0.0,0.0,,,1,1,LYMPH,no,
lyrik,386.0,512.0,425.0,486.0,,624.0,2,2,2,2,0,2,0.0,0.0,0.0,0.0,,0.0,0.0,0,0.0,0.0,,0.0,1,2,POETRY,no,
lächeln,208.0,594.0,514.0,615.0,502.0,,2,2,2,2,2,0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0.0,0.0,,1,2,SMILE,no,
ländlich,,493.0,358.0,437.0,370.0,,0,2,2,2,2,0,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,,1,2,RURAL,no,
länge,322.0,591.0,365.0,395.0,,584.0,2,2,2,2,0,2,0.0,0.0,0.0,0.0,,0.0,0.0,0,0.0,0.0,,0.0,1,2,LENGTH,no,
